text,sentiment,label_raw
#الببلاوى: اعتبار #الإخوان #جماعة_إرهابية قرار سياسى وليس قانونيا (لن تنقذ رقبتك مهما حاولت أيها المجرم فدماء الآلاف في رقبتك وشركائك),negative,NEG
الانقلاب ضاق حتى بمن كان يعتبرهم علماء معتدلين من امثال الشيخ الحوينى !؟والدور ماشى ومش حيخلوا ؟!#انقلاب_3يوليو #مصر_الليلة,negative,NEG
شكرا لكل من شارك في البرنامج انتم شركاء في هذه الفرحة احسن فريق اعداد و اخراج و انتاج و كتابة فخور بشغلي معاكم,positive,POS
ال ع الشمال ده زيت #باسم_عودة الإرهابي أما اللي على اليمين ده زيت الإستقرار بتاع #السيسي م ل,neutral,NEUTRAL
مرسى الذى فى خاطرى و فى دمى أحبه من كل روحى و دمى!!,positive,POS
#تحيا_مصر # #Ä #سأنتخب_السيسي !!!!!!!!!!!,neutral,NEUTRAL
مصر مدرسة القمع الحديثة ولهذا ينتشر الضباط حاليا فى المدارس,negative,NEG
6 أما طائفة مبرري الاستبداد والسائرين في ركب الإخوان الذين دافعوا عن إعلان الاستبداد واشتركوا في جريمة الدستور، لن تفيدكم بهلوانيتكم اليوم,negative,NEG
شباب الحملة ناشط في كل محافظة من أجل مصر المستقبل بارك الله فيكم معاً سنغير,positive,POS
7 يعني الأول يجي #العرص يخطف الرئيس وبعدين يدي راقصة #الأم_المثالية وبعدين #نكاح_الكاراتيه ودلوقت بطولة #شباب_يمص شيشة وبعدين؟,negative,NEG
#سر_مش_مكسوف_منه انا كشاب مصرى عنده 26سنه عمرى ما حسيت بشعور الوطنيه وانتمائى لبلدى غير سنه 2011 بسبب 25 يناير لانى حسيت انها هتكون بلدى,neutral,NEUTRAL
والله ما عارف أضحك الله يحرق #ثانوية_عامة على مدرسينها واحد واحد,negative,NEG
اليوم مرت ٣ أسابيع على مذبحة #رابعة و النهضة التي تشبه في بشاعتها مذابح صابرا و شاتيلا و سربرنتسيا و ١١سبتمبر لا يفعلها إ…,negative,NEG
في يوم #عيد_العمال كل الوزراء والمدراء والموظفين وغيرهم مُجاز إلا العمال قبلة حب على جبينكم,positive,POS
"""2000: واحد مننا وعايش زينتا "" واحد مش مننا وﻻ عمرة مثلنا دا ممثل ظيطة ولزوم الهيصة #مرار_طافح",neutral,NEUTRAL
#جديد_في_تويتر الرائع هنا انك بتتعلم البلاغة لانك ملزم بـ 140 حرف,positive,POS
"() ↓ ☇ نعم تغيرت حينما إكتشفت أني في الحلم وحدي وفي الحب وحدي وفي الألم وحدي *"" #سري",neutral,NEUTRAL
عصام كاريكا .. المطرب المحجب 😂,negative,NEG
كونك كحاكم فرحان بآراء المبرراتية اللي لابسين بدل وباصين لمصالحهم براحتك في الآخر عملت مشكلة في الشارع مش هيحلها غير الشارعخليهم ينفعوك,negative,NEG
الاخوان يطالبون الشرطة بالاعتذار لأنهم غطوا عيني جمال صابر اثناء القبض عليه وماذا عن 80 شهيدا هل دمهم حلال لأنهم ليسوا إخوانا سقوط أخلاقي,negative,NEG
نرفض تقييد حق الاعتصام وإعطاء سلطات مطلقة للأمن في منع التظاهر والمبالغة في العقوبات وتوسيع حرم منع التظاهر لا للقانون بصيغته الراهنة,negative,NEG
يوسف الحسيني بالفيديو يفضح كذب قناة #الجزيرة ويكشف تمثيل الاخوان دور الموتي تحت اشراف قناة الجزيرة …,negative,NEG
إلى المتخاذلون و المتحولون :يقول مارتن لوثر عندما ينتهي كل شيء لن تذكر شيئا من كلمات أعدائك لكن صمت أصدقائك سيترك أثرا لن يزول,negative,NEG
نعم بين قيادات جبهة الإنقاذ من لايصلح لإدارة جريدة ولكن ماذا عن إخوانك أليس فيهم من لايصلح إلا لإدارة بقالة أين نقدك لهم,neutral,NEUTRAL
أفرق في حديثي بشكل واضح بين مؤسسة الجيش التى نعتز بها فهو جيش مهنى ووطنى وبين دور المجلس العسكري باعتباره متولى,positive,POS
تغيير اوباما لموقفه لدعم الانقلاب يكشف نجاحا لاسرائيل فى رعاية الانقلاب اليهود بيحركونا ويساعدونا فين ايام شتيمة: انت يهودى,negative,NEG
"من اقوال شيخ المعلقين #محمد_رمضان #ماجد_عبدالله لابد ان تكون هناك قناة رياضية متخصصه لنجوميته وابداعه تقديرا"" لتاريخه المجيد لوطنه ولناديه",positive,POS
السؤال اللى محينى بخصوص #الاعدام_للجميع دى هى كانت فين احكامك الناجزة بالاعدام للمخلوع #مبارك وعصابته واللى كان الشعب…,neutral,NEUTRAL
صباح الخير عليكي يا مصر يا حلوة و لابسة جديد إن شاء الله هيكون أحسن يوم في اللي فات و كل اللي جاي أحلى,positive,POS
نعم حضرت جلسة استماع واحدة للدستور استمعوا لنا بكل اهتمام ثم ضربوا بملاحظاتنا عرض الحائط لا للدستور,negative,NEG
"عباس يصف المحرقة ب""ابشع جريمة"" في العصر الحديث ويدعو اسرائيل لتحقيق السلام #افب #عباس #اسرائيل #المحرقة",negative,NEG
جامعة هلسنكي(فينلندا)تختار #السادة_المحترمون (بفريق عمله كاملا)البرنامج الأكثرمصداقية وحرفية في #مصر وتم إدراج بحث عنه في دوريتها #فلسطين,positive,POS
مصر اليوم حرة بارك الله في شعب مصر,positive,POS
اغرب ما يحدث ان تنتقد أشخاصا ينتمون الى الاسلام السياسي فيعاجلونك باتهام رهيب انك ضد الاسلام كيف ولماذا يحس انسان بانه هو الاسلام,negative,NEG
المرأه شريك أساسي في مشروعنا للوطن يكفي ما تعرضت له من تمييز وإقصاء بسبب موروثات إجتماعية سيئة وفهم خاطئ للإسلام,neutral,NEUTRAL
بعض الأصدقاء الذين أحترمهم رفضوا فكرتي بفظاظة لازلت مقتنعا بها مهمتنا ان نقضى على الأمية وان نقضى أيضاً على استغلالها لحساب اى فصيل,neutral,NEUTRAL
إما أن عبد الجليل الشرنوبي كذب أو محمد مرسي كذب، شوف كده مين اللي ليه سوابق في الكذب وإخلاف الوعود واحكم براحتك,negative,NEG
وجهة نظر ساذجة تقول أن من ناضل في الماضي يحق له أن يتحول إلى ندل اليوم,negative,NEG
الله أكبر الله أكبرالله أكبر لا إله إلا الله تكبيرات العيد تبعث فى الوجدان طاقة إيمانية عظيمة كل عام وأنتم بخير,positive,POS
لله الحمد تجوزنا 5000 محب و متابع لصفحة #الأقصى متى نصل لـ 10 آلاف محب ومتابع ؟؟ #تغريدات_الدكتور_عوض_القرني,positive,POS
مكتسبات ثورة #25_يناير راحت في الزبالة عودة لعصور الظلام وأمن الدولة #نظام_زائل,negative,NEG
#اوعى_تنسى طوابير السيسي و اخونه المقابر و زرع فى مل عائله جرح عميق لسه فاكر و انت نسيت؟؟,negative,NEG
1 مسئولية الأمن هي منع العنف وحماية كل الدم المصري، والشعب العظيم الذي خرج اليوم بسلمية للمطالبة بإنهاء رئاسة فاشلة لن يسمح بالعنف,neutral,NEUTRAL
مرسي بيغير من باسم يوسف عشان باسم الناس بتضحك معاه ومرسي الناس بتضحك عليه,neutral,NEUTRAL
عندما يتهم الجهاز المركزى للمحاسبات رسميا وزيرا بالفساد يبقي عليه العوض فى العدل سيبك احلى من الشرف مفيش,negative,NEG
#أوسكار : لقد امضيت سنتان مميزتان حتى الأن، و أريد أن استمر في اللعب هنا لسنوات عديدة مثل تيري ولامبارد,positive,POS
وحكاية إنه يكتب البذاءات دي بقت قديمة خالصده أكثر الأفلام إسفافا أرقى من خطب بعض مشايخكم اللي طلعتوهم على منصة دعم كذب الرئيسإلعبوا غيرها,negative,NEG
4 لا مجال للمفاضلة بين أسيوط وغزة، كلاهما واجب وطني وأمن قومي، المزايدة وصراع الأحزاب بشأن ثوابت وطنية يمتنعان,neutral,NEUTRAL
"استفدت كتيير اوي من حلقة انهردة معلومات اول مرة اسمعها بارك الله فيك ^^ #مصطفى_حسني على طريق الله "" روح العبادة """,positive,POS
ارفض البذاءات التى يبثها الشيخ محمود شعبان ضد الثورة لكنى ارفض ما حدث له في ميدان التحرير من إهانات واستهزاء بكرامته الثورة نموذج أخلاقي,neutral,NEUTRAL
2011 الإسلام أم مصر ؟ يزداد إحترامى لك مؤخراً كلما تكلمت مع إنى سأرشح البرادعى,positive,POS
سارة عثمان دخلت على موقع جامعة كولومبيا التي زعم الخبر أن المحاضرة ألقيت بها فلم تجد شيئاوهكذا انفضحت الفبركة الإخوانية البلهاء شر فضيحة,negative,NEG
كرستيانو رونالدو يفصله 75 هدف ليصبح الهداف التاريخي الاول في ريال مدريد #اسطورة,positive,POS
تؤكد لي الردود ان بعض الأخوة يعتقدون فعلا انهم الاسلام وانك اذا لم توافقهم فانت عدو للإسلام لا مساحة لديهم في ان تحب الاسلام وتختلف معهم,neutral,NEUTRAL
"وأصبح تفجير البيوت وحرق عشش الفقراء ""أعمال قتالية"" في نظر الجيش المصري ! #سيناء #مصر #",negative,NEG
شاهد- #فيفي_عبده راقصة سيذكرها التاريخ #الحكم #1,positive,POS
بقالى كتير ماكتبتهاش #السيسى_رئيسى #سأنتخب_السيسى #باسم_طلع_حرامى #هشام_الجخ_طلع_نكسجى_حرامى,neutral,NEUTRAL
#المطرية #انتخبوا_العرص,negative,NEG
#فيفي_عبده : الراقصة محترمة جداً ، و أنا قدوة ليش ما أكون قدوة :) #الحكم لا تعليييق !!!,positive,POS
2د بل وأغراهم بالفعلة الإجرامية المتمثلة في تهديد المجتمع بالعنف، وبالتحريض على ممارسته باسم شرعية سقطت، وبالشحن الطائفي والمذهبي,negative,NEG
للوطن وللديمقراطية ولدولة مدنية هي حق لنا جميعا: 1) عارضت الإعلان الدستوري المكمل منذ اللحظة الأولى وأؤيد قرار رئيس الجمهورية القاضي بإلغائه,neutral,NEUTRAL
حركة تمرد صاحبة انتصار 30 يونيو طالبت بالبرادعي رئيساً للوزراء ولما اعترض السلفيون تم استبعاده هل خرجنا من حكم الاخوان الى حكم السلفيين,neutral,NEUTRAL
الدولة المدنية ليست فقط مضاد الدولة الدينية، بل أيضا مضاد الدولة العسكرية التي تحكم بها المؤسسة العسكرية أو تصبح بها دولة داخل الدولة,neutral,NEUTRAL
الأخوان او #مصر صراع وجود ومعركة بقاء يحاول الأخوان انتاج المشهدالسوري عن طريق توسيع بؤرالإرهاب بين رابعة،النهضة،الألف مسكن ومدينة الانتاج,negative,NEG
مع الانقلاب الدموى هزيمة دموية لمنتخب مصر بالستة من يقتل الستات فى الشوارع تقتله غانا بالستات فى التصفيات,negative,NEG
المقاطعة الشاملة للانتخابات كان يحب الحشد لها حتى تكون مؤثرة اما المقاطعة الفردية فهى اجمل هدية نقدمها للفلول هم يشترون الاصوات ونحن نبددها,neutral,NEUTRAL
حرق الكنائس وقتل الناس وتعذيبهم وقطع أصابعهم وألقاؤهم من فوق الأسطح وذبح الضباط كل ذلك في نظر الاخوان من حقهم والا اعتبروا انفسهم ضحايا,negative,NEG
أبو الفتوح : لا يوجد الأن مواطن مصرى شريف لا يذهب الأنتخاب بعد الأن,neutral,NEUTRAL
بعد دقائق يتحدث حبيبنا دعبد المنعم أبو الفتوح على قناة الحياة عن رؤيته للاوضاع الاخيرة فى مصر ومسقبل البلد,positive,POS
#سما_المصري زيطه وبالونه فاضحه للتغطيه علي امور اخري الالهاء,negative,NEG
أحيى قواتنا المسلحة والشرطة فى سيناء لقيامهما بتعقب المجرمين، طالبا ألا يقع منهم أي مظالم على أهل سيناء الوطنين حراس الحدود الشرقية لمصرنا,positive,POS
لأن أقول سبحان الله والحمد لله ولا إله إلا الله والله أكبر أحبّ إليّ مما طلعت عليه الشمس #اذكر_الله #غرد_بذكر_…,positive,POS
نفسي ارجع لأيام كانت الحاجه الوحيده اللي مش تخليني اعرف انام لما يبقي عندي رحله في المدرسه تاني يوم #ذكريات_مدرسية,positive,POS
7د فأجدت أحيانا، وأخطات أحيانا ودوما ما اعترفت بالأخطاء وسعيت إلى تصويبها كما في حالة قانون العزل السياسي الذي اتسم بعدم الدستورية,neutral,NEUTRAL
_ و عودة مرة أخرى للقاهرة الساحرة :),positive,POS
مازالت أمامنا فرصة لإثبات فقدان هذا المجلس للشرعية: العمل من أجل استقالة نواب المعارضة والمستقلين مصداقيتنا في أفعالنا,neutral,NEUTRAL
3 لا أدعم لا علنا ولا سرا أيا من المرشحين وكبرلماني سيراقب الرئيس القادم أفضل الاحتفاظ باختياري لنفسي، السر الانتخابي,neutral,NEUTRAL
الفلولي مصطفى بكري ينسى اسم ولي أمرهفيكتب (أيوب) بدل (منصور) اللهم لا تزد الانقلابيين إلا ضلالا! …,negative,NEG
"‏ عن الفاشية الدينية , الأسواني: الكنيسة الكاثوليكية التى قدمت للعالم قيما عظيمة هي ذاتها التى شنت الحروب الصليبية و",neutral,NEUTRAL
أيها المتحدثون عن شرع الله هل يوجد في شرع الله تهمة اسمها العيب في الذات الملكية هل من شرع الله التعاون العسكري مع امريكا لتحتل العراق,neutral,NEUTRAL
أسامة غريب تشرفت بالدفاع عن الكاتب الساخر المعروف الأستاذ أسامة غريب فى قضايا الرأى التى كان يحاكم فيها أيام,positive,POS
لقاء رائع اجتمعت فيه مع الشيخ #عادل #الكلباني ،وأشكره على كرم ضيافته و الفوائد العلمية التي قدمها لي,positive,POS
مصانع شركة النصر للحاصلات تباع بتراب الفلوس لتسديد الديون بعد توقف الانتاج طبعا ساويرس وبقية اللصوص يشتروها من فساد لفساد,negative,NEG
ميثاق الشرف الاعلامى الذى اتخذوه ذريعة لاغلاق الفراعين برئ من الانقلاب قتلوا الميثاق ويستشهدوا به,negative,NEG
لما الناس تهاجمك عشان ظلمك وكذبك تقوم تطلع لهم فيديوهات لناس كانت بتشكر فيك افتكر إن المنحرفة بدل ما تتوب بتقعد تفتكر شرفها اللي ضيعته,negative,NEG
"سحر النوم والراحة مع #مصطفى_حسني ،، جميلة =)""",positive,POS
33 المسلمين عظماء بالفكر النبيل المتحضر مش بالقتل يا ابى جهل,neutral,NEUTRAL
ادين مثل باقي المصريين جميعا الاعتداء الهمجي علي الاستاذ خالد داوود بواسطه انصار الاخوان الارهابيين الثوره ستنتصر علي الارهاب,negative,NEG
العبيد فى اعلام العار لم ينطق بعد تصريح ايهاب رمزى ان الاقباط سيقاطعون انتخابات البرلمان ويصوتون لا للدستور اذا,negative,NEG
بعض #الأشكال_الوسخة ف #المرج لما تشوفها تحس انها هربت م الرشاح قبل ما يتردم!,negative,NEG
السماح لرموز الحزب الوطنى المنحل بالظهور للإعلام محاولة لخلق حالة تدلس على الرأى العام بان هناك رأى ورأى آخر عص,negative,NEG
"بالفيديو عضو بحملته الانتخابية: #السيسي لا يقابلنا لأنه ""مرشح غير عادي"" ويعشق لقب #المشير ولا يزال متمسكا به",positive,POS
الذي لم يلاحظ حتى الان ان مطالب الثورة لم تتحقق اما انه لا يتابع ما يحدث وأما ان رائحة السلطة قد افقدته الرؤية وصفقاته قد أخرسته عن قول الحق,negative,NEG
مفروض شباب الإخوان ينزلوا بكرة يطالبوا بإقالة النائب العام الفاسد اللي ضيع حق الشهداء وأفرج عن المتهمين,negative,NEG
قوانين أي مرحلة إنتخابية أهم مليون مرة من المرحلة نفسها بمرشحينها وكل المراحل اللي بعد الثورة إتلعب في أساس قوانينها لتدبير النتيجة #باطل,negative,NEG
رجل أكرمه الله بمصاهرة أكرم خلقه مرتين زهد في أمواله وتجارته طمعاً في مرضاة الله كانت الملائكة تستحي منه #عثمان_بن_عفان,positive,POS
#الداخلية_بلطجية #تعذيب المهندسة داليا رضوان تم الاعتداء عليها بالضرب الخميس الماضي في أحد الكمائن بالعجمي وتم,negative,NEG
المحنة المصرية مقال اليوم لمن يسألون دائما عن الحل مع أنه موجود من زمان وقدمه مفكر كبير لمبارك من قبل فسخر منه,neutral,NEUTRAL
ما تفعله قناة الجزيرة هو إعلان حرب على مصر و لا يمكن السكوت عليه !,negative,NEG
#اليوم_العالمي_للغة_العربية يفترض لها كل يوم وكل ساعة؟ لغة القرآن الذي نتلوه يوميا لغة التعليم المدرسي لغة العبادات لغة امة الخير,positive,POS
مشاهد مؤلمة لاستمرار الجيش المصري في تفجير منازل اهالي رفح شمال #سيناء #حسبنا الله ونعم الوكيل,negative,NEG
سيذكر التاريخ أن الرئيس #محمد_مرسي قاد ودعم #رواد_المساجد وأن #العرص قاد ودعم #رواد_الديسكو و #الخنازير_خائنين,neutral,NEUTRAL
اسمعو هالاغنيه روعه #غلطت_م_الأول_رنا_سماحه 9 # #اللي_أهم_من_شكلك,positive,POS
جيد أن تتنوع الآراء حول السياسة وقضاياها وضروري أن يتم التعبير عن هذا التنوع في الإعلام التقليدي وشب,positive,POS
"و في النهاية ذهب النشطاء والاشتراكيين والعلمانيين و الكفرة الي غزةوظل الاخوان يهتفون في الازهر ""رايحين شهداء بالملايين""",neutral,NEUTRAL
الشعب مش لاقي ياكل والاسعار نار والشغل واقف والانقلاب يبنى نصب تذكارى فى رابعة بعشرين مليون مش حاسين بالناس,negative,NEG
ومازالت الحفله مستمره بعنوان #باسم_طلع_حرامى,negative,NEG
#انشر للفائده عشبه الجنسينج من اكثر الاعشاب فائده في تقويه الذاكره وزياده الاستيعاب والحفظ والتركيز يفضل استخدامها للطلاب ك…,positive,POS
عادة لا اعلن عن مواقفي السياسيةلكن كله الا الدستور في كلمة واحدة:مهزلةو لو وصلنا لمهزلة الاستفتاء حقول لا,negative,NEG
عبدالرحمن محمد الصوت الفخم! #غناء #أغاني #طرب #فن #عرب,positive,POS
كل يوم بيزيد إحترامى وتقديرى لبرشلونة نكسوا اﻷعلام عشان مدرب سابق مات إحنا طلع ميتين أبونا عشان يلغوا سوبر العار وبرضه متلغاش #إفتكروهم #74,neutral,NEUTRAL
لما أشدت بدور شباب الإخوان في الميدان وأعلنت أني سأنتخب مرسي كنت كاتب حر وطني منصف بمجرد ماأعترض على رئيسهم وقادتهم يبقى فيا العبرإخ وان,neutral,NEUTRAL
احسن ميلف فى مصر #فيفي_عبده_الام_المثالية,positive,POS
الرئيس وجماعته يدفعون بمصر إلى مرحلة ظلامية بامتياز، قرار ديكتاتوري بالاستفتاء على دستور باطل يقسم المجتمع ثم حصار للسلطة القضائية لتعويقها,negative,NEG
اتمنى ان نتوحد جميعا لتحقيق اهداف الثورة المشكلة إقصاء المعترضين على فكر الاسلام السياسي أنا مسلم يساري هل يعترف مشايخ السلفية بإسلامي,neutral,NEUTRAL
ما مشروعية الثورة وما الموقف من أولي الأمر بين الطاعة لهم والخروج عليهم وما أساس الخلاف بين فقهاء الثورة وفقهاء السلطة؟,neutral,NEUTRAL
فيلم الجزيرة #الصندوق_الأسود لأحداث #الإتحادية فضح الكثير انتظروا فيلم #المندس اللي هيفضح حاجات كمان وكمان #انتخبوا_العرص,negative,NEG
عزيزي السلفي الراغب في قتل نفسك من أجل منع رحلات الطيران القادمة من إيران، بالنسبة لرحلات الطيران الإسرائيلي القادمة إلينا كل يوم، إيه؟,neutral,NEUTRAL
#وائل_جمعة صخرة الدفاع المصرية,positive,POS
لأن مجلس الشعب منتخب على عوار وتشكيل التأسيسية أيضاً بسيطة وواضحة,negative,NEG
حفظك الله يا خادم البيتين، وأدامك ذخرا للإسلام والمسلمين #ذكرى #البيعة #التاسعة,positive,POS
وجعتكو التويتة اللي فاتت يا إخوان معلهش تيجي فين دي جنب وجع أمهات الجندي وجيكا وكل اللي إتقتلوا في عهدكم وتحت ظل كذب رئيسكم مخلف الوعود,negative,NEG
2050 الخرطوش انا شايفه بعيني في تقارير مصورة لن تقنع عيني أن ما رأيته كان فوتوشوب مهما عملت دي هي الحقيقة اقعد اعند فيها عشان كرسي,neutral,NEUTRAL
ما كل هذه الأعداد! انا مبهور عجلة ورا يا مرسي وإلا هندخل في مرحلة وا كرساه,neutral,NEUTRAL
باااااااااااااااااطل ياولاد التيت :/ من مسيرة #المطرية #أنا_حازم #مرسي_رئيسي #ياخاين_ياسيسي #حتماً_سنعود,neutral,NEUTRAL
حوار الطرشان,negative,NEG
#عبد_الرحيم_علي: اسألوا #البرادعي عما فعله في #العراق #البرادعى_طلع_جاسوس #باسم_طلع_حرامي #تخابر #خونة,negative,NEG
#قطر ترفض تسليم 28 شخصا من قيادات #الإخوان المسلمين ما أجملها من تُهمة وما أعظمه من موقف #شكرا…,positive,POS
التاريخ حافل برؤساء استقالوا وانتهت حياتهم السياسية تماما بسبب واقعة فساد واحدة وفي مصر يدفعون بمرشح ضده 35 واقعة فساد لم يحقق فيها احد,neutral,NEUTRAL
#الصهاينة يتابكون اليوم لذكرى #الهولوكوست وتناسوا بانهم ابطال الهولوكوست الفلسطيني والداعمين للهولوكوست السوري عن طريق خادمهم #بشار_الاسد,negative,NEG
_ يسعدني أن المرة الوحيدة التي سأظهره فيها في رمضان ستكون مع الأستاذ,positive,POS
#اعرفوهم #انقلاب_مصر #يسقط_حكم_العسكر #الداخلية_بلطجية #الحرية لنور الدين محمود 15سنة #الدقهلية طالب بالثانوي الأزهري,negative,NEG
أحيي الذين سيخرجون اليوم معلنين رفض الانقلاب ، فسكوت الشعب استقرار لحكم العسكر الباطل #مصر,neutral,NEUTRAL
قصة العجوز الحكيم و محرك السفينة رااائعة,positive,POS
انا حاسس ان التناكه شويه تانى هتوصل بالناس هنا وتقولك راعى فرق الفولورز اللى بينى وبينك لو سمحت !!,negative,NEG
اعتراف أنتسب لحمله #حازمون وفضلت أهاجم #مرسى_رئيسى بفكر حزب_الزور وانتقد #الإخوان فى كل الأمور أعتذر لك سيدى الرئيس ف #الشعب_يرد_تحية_الرئيس,neutral,NEUTRAL
نصائح مهمة ورائعة لقروبات الواتس اب انشروها #رتويت #واتساب #السعودية #الكويت #قطر #درر,positive,POS
2002 فيلم جامد جدي فعلاً,positive,POS
الرئيس #محمد_نجيب يصف الضباط الأحرار بالخونة ويندم على انه اطلق عليهم اسم احرار بعد اكتشاف خيانتهم #انتخبوا_العرص,negative,NEG
"قال الرئيس المتصهين #محمود_عباس إن ما حدث لـ #اليهود في ""#الهولوكوست"" هو أبشع جريمة عرفتها البشرية في العصر الحديث #أخبار #ف…",negative,NEG
"دمحمد الجوادي يشيد بإنجازات مبارك في كتابه ""النخبة المصرية الحاكمة"" #مصر #قطر #الإمارات #السعودية #البحرين #لبنان",positive,POS
#سؤال_برئ لبتوع #تويتر :: ايه الفرق بينك وبين الفيسبوك دلوقتي يابن المره #بروفايل_عره,negative,NEG
الحمد لله ان حقن دماء المصريين وأصلح بينهم وعقبال القوى السياسية 3,positive,POS
تحية لبعثة مصر البارالمبية التى حققت انجازا غير مسبوق وقدمت لنا درسا فى تحدى المصاعب لرفع اسم مصر عاليا شكرا لكم وحمدا لله على سلامة عودتكم,positive,POS
عبر20عاما من عملى الاعلامى هاجمت الاعلام القذر وتعرضت لحرب شرسة الكل تأكد مما قلته من 20عاما,negative,NEG
#ذات_مومنت لما تقدم عرض عمل جديد متحمسله عمرك ما إشتغلته لزبون واليوم موعد إجتماعه مع مقره في اليابان وشعورك أنا شن درت إن شاء الله يرفضوا!,neutral,NEUTRAL
يسعدنى ان تشاركنا برايك في الخطوط العريضة للبرنامج,positive,POS
_ !!!! اريد ان اشخر لكن اخشي عليكم من الضجيج #الكورة_للجماهير #رجعوا_الجماهير يا ولاد ال…,neutral,NEUTRAL
ما اجمل ان استيقظ على صوت دعبدالمنعم أبو الفتوح في اول محادثة بيني وبينه وهو يقول لي محدش يقدر يجي جنبك ده انتي زي بنتي #,positive,POS
#ماهر زين ناااس تشبهلنا : ^_^,positive,POS
"""المحرقة"" أبشع جريمة بالتاريخ الحديث",negative,NEG
كنت أفضل أن يأتى مجلس رئاسي مدنى من جهات قضائية ولكن تم الاستفتاء ولن نعود مرة اخرى للنقطة صفر ويجب أن تتم الانتخابات وتسلم السلطة,neutral,NEUTRAL
#الببلاوي : #السيسي هينهي #حكم_العسكر و #مبارك راجل وطني !!! و انا احب اقولك انك #ابن_وسخة,neutral,NEUTRAL
لن أُصدق كتب التاريخ بعد اليوم وقد رأيت الحاضر يُزيف بلا حياء فكيف بتاريخ كتبه مُنتصر ؟ #مجزرة_رابعة,negative,NEG
من قام ليلة القدر إيماناً واحتساباً غُفر له ما تقدم من ذنبه قف بين يدى الرحمن وأطل الوقوف وقل يا رب أتيتك بذنوب كثيرة و أنت العفو الكريم,positive,POS
من الأمور الهامة لتنمية #الحب بين الزوجين التفاعل مع أزمات شريك #الحياة فلذلك أثر كبير في بناء المودة بين الزوجين وجعلهما أكثر قربًا ومحبة,positive,POS
جمهورية #شبرا_الخيمة :),positive,POS
اللي ضد تطهير الداخلية هو مرسي وجماعته وماحدش منعهم عن دهوياريت تورينا شطارة نقدك على كذب الرئيس وجماعته وفشلهم الذريع,negative,NEG
أزف الوقت لإنهاء الاستقطاب البائس الذي نعيشه بأسلوب عقلاني، وأن نتحلى بروح التسامح، لنبدأ في البناء بسواعد كل مصري ومصرية,neutral,NEUTRAL
على الخارجية المصرية تحمل مسئوليتها والعمل على الافراج الفورى عن الصحفية شيماء عادل المحتجزة فى السودان ،كرامة المصريين أهم من رغيف العيش,neutral,NEUTRAL
بتضحكني فكرة إن إخواني أو سلفي يقولك أنتم أتفه من أن نهتم بكم مع إنه بايت تقريبا طول اليوم على تويتر يبعت منشنات شتيمة وتكفيرمن التافه إذن؟,neutral,NEUTRAL
#الأم_المثالية … تُخفي دمعتها عن أطفالها حتى لا يدخل الحزن إلى قلوبهم تظهر ابتسامتها لصغارها وإن كان قلبها يعتصر الألم!! قلبها كبير,positive,POS
عنان كان دفاع جوي مع ان دايما رئيس الاركان مشاة او مدفعية الله يرحمك يا ابو غزالة، عبقري المدفعية في القرن العشرين,positive,POS
اجرأ سيدة فى مصر تعليقا على مجزرة رابعة العدوية,positive,POS
كرنڤال دولي بحضور #الملك مبروك لـ #الشباب_بطل_كأس_الملك ولـ #الشعب_السعودي_الشقيق #ملعب_الجوهرة #نحبك_ياملكنا_عبدالله,positive,POS
سعدت بلقاء أهالى المنصورة و فخور بأعضاء حملتي بالدقهلية الذين اتاحوا لي هذا اللقاء ورتبوا زيارة الكنيسة ولقاء القوى السياسية,positive,POS
في ناس بتموت هنا \●/ #المشرحة,negative,NEG
الدول المتقدمة تبنى مستشفيات ومدارس ومصانع واندية ومصر تبنى سجونا بكره تشوفو مصر,neutral,NEUTRAL
فوز الاهلى مرتين متتاليتين بكأس افريقيا من غير دورى يؤكد أن نقص الامكانات لا يمنع الانجازات بشرط توافر النوايا الطيبة ربنا يحفظ تريكه,positive,POS
#مصر ≡ مصر سلطات الانقلاب توقف وفد حقوقي بمطار القاهرة (Ҩ) #انتخبوا_العرص,negative,NEG
ايه الشياكة دي يا واد اكيد اختك مش نازلة النهاردة ايه دة عرفتي ازاي ؟! ما انت لابس بنطلونها هتنزل هي ازاي ! #استرجل,negative,NEG
مراسلنا من #الاسكندرية : #صدقى_صبحى : #القوات_المسلحة ستظل دائما #الدرع_الواقية لهذا #الشعب_العظيم,positive,POS
في كل الدنيا يلتزم المسئولون بتنفيذ تصريحاتهم المشير طنطاوي صرح بان سيوقف إحالة المدنيين الى محاكم عسكرية و كل يوم تتم إحالة مدنيين جدد,neutral,NEUTRAL
من قال أن دستور الجماعة لا يقسم مصر يجب أن يكشف على نظره فهذا شيء واضح وضوح الشمس,negative,NEG
اعمل تويتة على تغيير بامبرز البت ييجي الرد زي الريتويت اللي فاتتفعلا بياكلوا بيبي ع الصبح,negative,NEG
3لا شاي بالياسمين، بل مطالبة بإسقاط الدستور ورفض لأخونة الدولة ولأداء الحكومة الكارثي ودعوة لانتخابات رئاسية مبكرة إن استمر تجاهل غضب الشعب,negative,NEG
افضل ﻻعب في العالم رونالدو لم يستطع التسجيل بوجود الصخرة حمد المنتشري! #اسطورة #كانيدا_يحتاج_لحمد_المنتشري,positive,POS
